Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2613,Person in red-checked jacket with fur collar and dark stocking cap with head bowed.,The person is praying.,"Person in red-checked jacket with fur collar and dark stocking cap, with hands clasped together and head bowed in prayer.",neutral,entailment,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
2614,Two girls watch an experiment unfold as one of the girls pours a liquid into a beaker.,Two girls are performing a chemical experiment,Two girls perform an experiment unfold as one of the girls plays a musical instrument.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
2615,Two girls watch an experiment unfold as one of the girls pours a liquid into a beaker.,Two girls are performing a chemical experiment,Two girls watch an experiment unfold as one of the girls works with a beaker.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
2616,Men in hard hats and brightly colored shirts are on scaffolding next to a building.,Men stand next to a building.,Men in hard hats and brightly colored shirts are on scaffolding far away from the building.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
2617,Men in hard hats and brightly colored shirts are on scaffolding next to a building.,Men stand next to a building.,Men in hard hats and brightly colored shirts are near a building.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
2618,Two children sitting by the water.,Two children are sleeping in a tent near a lake.,Two children playing by the water.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2619,Two children sitting by the water.,Two children are sleeping in a tent near a lake.,Two children are camping near a lake.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2620,Little town and its people on the streets.,There is a massive city.,Town and its people on the streets.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2621,Little town and its people on the streets.,There is a massive city.,,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2622,A person playing with a black dog outdoors on a snowy lane with trees in the background and blue skies above.,The dog is heavily panting as he runs in circles,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2623,A person playing with a black dog outdoors on a snowy lane with trees in the background and blue skies above.,The dog is heavily panting as he runs in circles,A person struggling with a black dog outdoors on a muddy lane with dark skies above.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2624,Many people have gathered in the street.,People are in the street.,Many people are present in the street.,entailment,neutral,A group of people play a game in the road. people playing a game
2625,Many people have gathered in the street.,People are in the street.,Many people have dispersed in the street.,entailment,contradiction,A group of people play a game in the road. people playing a game
2626,The two girls are playing on a yellow and red jungle gym.,Two girls building a sand castle in the sandbox.,The two girls are playing with sand on a yellow and red jungle gym.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2627,The two girls are playing on a yellow and red jungle gym.,Two girls building a sand castle in the sandbox.,The two girls are building a sand castle in the sandbox.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2628,Two men facing off to waiting for game to begin.,Two men wait to compete in an event.,"Two men compete in an event, waiting for it to begin.",neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2629,Two men facing off to waiting for game to begin.,Two men wait to compete in an event.,Two men collaborate to waiting for game to begin.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2630,"A group of women, who look unhappy, are sitting in a kitchen talking.",Some people are having a conversation.,A group of women are sitting in a kitchen talking.,entailment,neutral,"A curly-haired redhead is wearing a blue checkered hat, a black long-sleeve shirt, and blue jeans while holding a red jacket as she speaks to her friends standing behind her. A redhead is talking to her friends."
