,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
3081,"A boy is standing in a boat, holding up a fish to the camera and smiling.",A boy posing with a fish.,A boy next to a fish in the boat.,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
3082,A cowboy on the back of a galloping horse.,A cowboy is on the horse.,A cowboy is off the horse.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3083,A cowboy on the back of a galloping horse.,A cowboy is on the horse.,A cowboy is on the horse. (No change as it is already neutral),entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3084,The person is standing far away while another person is taking a picture.,The person is standing close by while another is taking a picture.,The person is standing nearby while another is taking a picture.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
3085,The person is standing far away while another person is taking a picture.,The person is standing close by while another is taking a picture.,The person is standing close by while another person is taking a picture.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
3086,A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,A boy is lying on his own lap with his feet in another boy's lap.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
3087,A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,A boy is lying on a couch from a department store alone.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
3088,Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3089,Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,Three people stand and expect to receive something at a fair booth.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3090,"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,A little boy is not playing t-ball and his dad is not watching him.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
3091,"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,A little boy is playing t-ball and his dad is watching.,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
3092,Three asian woman wearing white.,Three woman are wearing solid blue.,Three women are wearing different colored outfits.,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
3093,Three asian woman wearing white.,Three woman are wearing solid blue.,"Three woman are wearing white, solid.",contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
3094,A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,A small crowd of businessmen are walking along the street.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3095,A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,A small crowd of businessmen are walking along the street.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3096,A man in period clothing stands behind a bar.,A woman is sitting at a table.,A woman is also present.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3097,A man in period clothing stands behind a bar.,A woman is sitting at a table.,,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3098,"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,Six women are present on the sidelines.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
3099,"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,A group of spectators is enjoying refreshments in a peaceful setting.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
