original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,two people are near a tree,,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
One man laying outside in the shade of a tree with a sunglasses on while reading a book.,The man was on vacation.,One man laying inside in the sun of a leaf while reading a book.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
One man laying outside in the shade of a tree with a sunglasses on while reading a book.,The man was on vacation.,,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
A light tan cat laying down on a concrete ledge next to the bushes.,A cat is near some bushes.,A black cat sitting on a concrete ledge next to the bushes.,entailment,contradiction,A white cat sits on a wall. The cat is white.
A light tan cat laying down on a concrete ledge next to the bushes.,A cat is near some bushes.,A light tan cat laying down on a concrete ledge next to the bushes. @@a cat@@ @@@@@near some bushes@@@@@@.,entailment,neutral,A white cat sits on a wall. The cat is white.
A man is standing on a ladder painting bricks,An old lady is standing on a ladder,An old lady in painting,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
A man is standing on a ladder painting bricks,An old lady is standing on a ladder,,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.",two men chase 2 girls,"A giant inflatable ball, as tall a man, is chased by two men in orange shirts. two men chase 2 girls",contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.",two men chase 2 girls,"A ball, as tall as a man, is chased by two men in orange shirts.",contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
A race car is smoking on the track.,There is smoke by the car.,A race car is smoking near the road.,entailment,neutral,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
A race car is smoking on the track.,There is smoke by the car.,,entailment,contradiction,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
An older man at a train station reads the newspaper.,A man feeds birds at a park.,An older man at a train station reads the newspaper.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
An older man at a train station reads the newspaper.,A man feeds birds at a park.,An older man drives.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
Two boys stand in the surf.,The boys are playing at the beach.,Two boys are playing at the beach in the water.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
Two boys stand in the surf.,The boys are playing at the beach.,Two boys stand in the piles. The boys are playing at the beach.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
A bridesmaid and groomsmen walk down the aisle.,Two people are in a church.,A bridesmaid and groomsmen walk down a church aisle. to see the church aisle.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
A bridesmaid and groomsmen walk down the aisle.,Two people are in a church.,,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
A child smiling in a park,A child is smiling in the park because he saw the Ice Iceream man.,,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
A child smiling in a park,A child is smiling in the park because he saw the Ice Iceream man.,,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
