A girl in a mostly navy blue uniform is playing baseball.	A girl in a mostly red is riding a bike.	entailment
A girl in a mostly navy blue uniform is playing baseball.	A girl in a mostly navy blue uniform is playing basketball.	neutral
A group of men in safety suits are on a boat near a bridge.	The boat was.	neutral
A group of men in safety suits are on a boat near a bridge.	A man wearing a hard hat was on a boat.	entailment
A band is performing in front of an audience.	A woman is not holding a small children	neutral
A band is performing in front of an audience.	The people is playing music at the top of his lungs while on a stage.	contradiction
An Asian couple are getting married while four people spectate.	The couple is dressed in wedding attire.	contradiction
A girl in a mostly navy blue uniform is playing baseball.	A boy in a mostly navy blue uniform with a football.	neutral
A girl in a mostly navy blue uniform is playing baseball.	A girl in a mostly navy blue uniform is playing baseball. a girl with a mostly navy blue jersey is playing baseball.	contradiction
Two people standing on stone stairs.	Most of the humans are floating.	neutral
Two people standing on stone stairs.	Some people standing.	contradiction
One of the members of KISS playing a white electric guitar in front of a black background.	This is a fascinating account of an adventure as they know it.	neutral
One of the members of KISS playing a white electric guitar in front of a black background.	A woman with a blue shirt is listening to music.	contradiction
A man is helping someone put on a fancy robe.	Several men dressed in Renaissance outfits. Tall humans in outfits	contradiction
A dog carries a large stick in its mouth over the grass.	A man/woman is carrying an umbrella indoors.	contradiction
A dog carries a large stick in its mouth over the grass.	An animal is sawing something over wood.	neutral
A man in a dark shirt and glasses holds a microphone.	There is a male wearing glasses. He's wearing a white shirt.	contradiction
A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.	 A football player is not wearing a number	neutral
A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.	a 024 is wearing a 024 player is wearing.	contradiction
Two men hiking in the snowy wilderness.	the hikers are enjoying the activity	entailment
Two men hiking in the snowy wilderness.	isn't enjoyable activity	contradiction
The girl in the white dress is paying her bill at the counter.	The woman pays.	entailment
The girl in the white dress is paying her bill at the counter.	  The woman in the white dress is paying her bills at the counter. 	contradiction
A ballerina in a black leotard leaps through the air.	A ballerina in a black leotard leaps through the air.	entailment
A ballerina in a black leotard leaps through the air.	A baker jumps through the ground during reality.	contradiction
A man and his dog are grilling green beans on a grill.	A woman is grilling with his dog beside him.	contradiction
Six children are wearing burlap sacks and having a potato sack race.	Six kids are holding sacks on their head after a sack race.	neutral
Six children are wearing burlap sacks and having a potato sack race.	Six children are six children are sitting at a table and having a story.	entailment
Little boy runs the wrong way after hitting the ball in a game of tee ball.	A boy sits on the bench because he couldn't hit the ball.	entailment
A man and a woman waiting to cross the road.	A man and a woman waiting to cross the road, Two people crossing the road.	entailment
Two men talk on the street.	Two men talk about their plans.	entailment
Two men talk on the street.	Two men are frowning and talking as cars.	contradiction
A little girl in a dress and boots is holding a lolly pop and posing next to a fence.	A big girl in overalls and mattresses is posing near a fence.	neutral
Runners are photographed as onlookers watch and take pictures of a Run for Haiti.	People participants in a running event for bad causes.	contradiction
The two men calmly paddled the long boat in the sunset by the beach.	The something else is being used by the long boat in the sunset by the beach.	neutral
A toddler being helped out of a pool.	The youngster has finished not his swimming practice.	entailment
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	The man is, working in his work space.	neutral
