original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
"A man surfs, wearing a wetsuit, in crystal blue waters.",A man is surfing in the clear water.,"A man surfs, wearing a wetsuit, in crystal blue waters. A man is surfing in the no clear water.",entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
"A man surfs, wearing a wetsuit, in crystal blue waters.",A man is surfing in the clear water.,Females are surging in the dirty waters.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
There is a man in a brown jacket who is sitting on a rock and he is near a bunch of four wheelers.,All-terrain vehicles are outdoors.,All-terrain one-wheeler is outdoors.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
There is a man in a brown jacket who is sitting on a rock and he is near a bunch of four wheelers.,All-terrain vehicles are outdoors.,All-terrain vehicles were outdoors,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
A brunette woman wearing a black dress is sitting on a stone bench.,A dark haired women is sitting.,,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
A brunette woman wearing a black dress is sitting on a stone bench.,A dark haired women is sitting.,A woman plays violin for herself.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
Three construction workers are standing on a boat while one of the men points at something.,"Three coworkers stand together, and one of them points something out.",,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
Three construction workers are standing on a boat while one of the men points at something.,"Three coworkers stand together, and one of them points something out.",,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
A old man riding a motorcycle on a beautiful day.,A old man looks around his surroundings as he rides his motorcycle on a beautiful day.,,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A old man riding a motorcycle on a beautiful day.,A old man looks around his surroundings as he rides his motorcycle on a beautiful day.,A men riding a motorcycle on a beautiful day.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A baby hanging in a baby jumper on a deck by a sea port.,There is a jumper on the deck.,There is a baby swinging in a baby jumper on the deck at a sea port.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
A baby hanging in a baby jumper on a deck by a sea port.,There is a jumper on the deck.,,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
A toddler plays with his wooden toy train set.,Toddler playing in a living room.,,neutral,entailment,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
A toddler plays with his wooden toy train set.,Toddler playing in a living room.,,neutral,contradiction,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
Many people in white smocks look at things under identical looking microscopes.,Multiple humans are laying basketball.,Some humans are looking at microscopes under identical microscopes.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
Many people in white smocks look at things under identical looking microscopes.,Multiple humans are laying basketball.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
Woman coming out from a building in an Asian city.,A woman runs out of a building in an Asian city.,A woman goes out of a building in an Asian city.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
Woman coming out from a building in an Asian city.,A woman runs out of a building in an Asian city.,A woman was in the building when the building was exploded.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
A female athlete is running after exiting a swimming pool.,An attractive lady runs in blue shorts after getting out of a deep pool.,,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
