Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
3229,"A young man shaves his face, while a girl behind him takes a picture in the mirror.",Two males enjoy shaving each other's bodies.,,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
3230,A blond-haired woman wearing a blue shirt unwraps a hat.,The blond-haired women has a shirt on.,A person has clothing on.,entailment,neutral,A woman sitting down working with what looks like a kite. A woman has a kite.
3231,A blond-haired woman wearing a blue shirt unwraps a hat.,The blond-haired women has a shirt on.,The brunette women has a shirt on.,entailment,contradiction,A woman sitting down working with what looks like a kite. A woman has a kite.
3232,A man standing behind the counter,A man is the cashier in a store.,The man is working as a cashier in a store.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
3233,A man standing behind the counter,A man is the cashier in a store.,A woman is a customer in a store.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
3234,"A young boy stands on a golf mat with a city on the horizon, and a golf club in his hand, which appears to have just been swung.",A boy has just swung his golf club at the goft course.,A boy is holding a golf club at the golf course.,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
3235,"A young boy stands on a golf mat with a city on the horizon, and a golf club in his hand, which appears to have just been swung.",A boy has just swung his golf club at the goft course.,,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
3236,"Different people are walking on a sidewalk, in both directions, in front of an orange canopy.",the people are sitting,The people are walking.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3237,"Different people are walking on a sidewalk, in both directions, in front of an orange canopy.",the people are sitting,People are standing.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3238,Motorcycle stunt performer prepares for his next trick as the crowd looks on.,A person performs for a crowd.,An animal eats alone.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3239,Motorcycle stunt performer prepares for his next trick as the crowd looks on.,A person performs for a crowd.,People do in front of an audience.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3240,Even in cooler weather men will get out and play with their model planes.,Men are cooking in cool weather.,Some men are engaging in an activity in a particular weather condition.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
3241,Even in cooler weather men will get out and play with their model planes.,Men are cooking in cool weather.,Men are playing with their model planes.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
3242,A man is jumping on another man with a white face and long hair in a wrestling Ring.,The man picks up the other man on his shoulders.,A man is lifting the other man in the air.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3243,A man is jumping on another man with a white face and long hair in a wrestling Ring.,The man picks up the other man on his shoulders.,The man picks up the other man.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3244,A group of people walk down a street at night.,They are playing at the park,The people are engaging in an activity outdoors.,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
3245,A group of people walk down a street at night.,They are playing at the park,They are walking on the street at night.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
3246,"A man and a woman are standing near a grill, and the man is torching meat with a small blowtorch.",A man and woman are grilling in the rain.,The man and woman are cooking outdoors.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3247,"A man and a woman are standing near a grill, and the man is torching meat with a small blowtorch.",A man and woman are grilling in the rain.,A man and woman are grilling under a shelter or indoors.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
